"Filename","Frame","Time (mins)","OpCode","TapeReader","Sampling period","Date","Site","Treatment","Camera no.","spp","Activity","count"
"SW_CON2_ER-M2_B6_20Apr2026_GX010033.MP4",60999,33.9222,"SW_CON2_ER-M2_B6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","B6","Gerres.subfasciatus","Passing",1
"SW_CON2_ER-M2_B6_20Apr2026_GX010033.MP4",62408,34.7058,"SW_CON2_ER-M2_B6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","B6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",9388,5.2208,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",12714,7.0704,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",13146,7.3106,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",13146,7.3106,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",15733,8.7493,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",18290,10.1713,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",18862,10.4894,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",19098,10.6206,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M4_A10_20Apr2026_GX010769.MP4",19967,11.1039,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M4_A10_20Apr2026_GX020769.MP4",13676,19.4005,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M4_A10_20Apr2026_GX030769.MP4",19440,34.4177,"SW_CON2_ER-M4_A10_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A10","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",9802,5.451,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",10056,5.5923,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",10056,5.5923,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Favonigobius.exquisitus","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",11674,6.492,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",12285,6.8318,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",13587,7.5559,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Transient",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",13739,7.6404,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Feeding",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",14576,8.1059,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",14818,8.2405,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",15093,8.3934,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",15317,8.518,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",16323,9.0774,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",17706,9.8465,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",17957,9.9861,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",19118,10.6317,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",19842,11.0344,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX013347.MP4",19842,11.0344,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Istiblennius.edentulus","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",1290,12.5292,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Istiblennius.edentulus","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",2241,13.058,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",2518,13.2121,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Istiblennius.edentulus","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",3600,13.8138,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",5450,14.8426,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Favonigobius.exquisitus","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",7740,16.1161,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Feeding",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",8616,16.6033,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",8616,16.6033,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",8616,16.6033,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",12238,18.6175,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",13939,19.5634,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",14949,20.1251,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",19221,22.5008,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",19398,22.5992,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Istiblennius.edentulus","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",20639,23.2894,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX023347.MP4",20971,23.474,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",102,23.6803,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",5549,26.7095,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",8630,28.4228,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Feeding",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",11685,30.1218,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",13220,30.9754,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",13255,30.9949,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",14890,31.9041,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",14890,31.9041,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Omobranchus.anolius","Passing",1
"SW_CON2_ER-M5_A6_20Apr2026_GX033347.MP4",18614,33.9751,"SW_CON2_ER-M5_A6_20Apr2026","SBP","6 months","20/04/2026","Spit West","Control 2","A6","Acanthopagrus.australis","Transient",1
"SW_MOD_B10_18June2025_GX010013.MP4",9316,5.1807,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",10548,5.8659,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Feeding",1
"SW_MOD_B10_18June2025_GX010013.MP4",10548,5.8659,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",18453,10.2619,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",20758,11.5438,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Girella.tricuspidata","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",21224,11.8029,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",28774,16.0015,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",34972,19.4483,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",41434,23.0419,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",42241,23.4907,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Feeding",1
"SW_MOD_B10_18June2025_GX010013.MP4",43489,24.1847,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Omobranchus.anolius","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",49511,27.5336,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.butcheri","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",50017,27.815,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B10_18June2025_GX010013.MP4",52896,29.4161,"SW_MOD_B10_18June2025","SBP","Baseline 2","18/06/2025","Spit West","Modified","B10","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",18141,5.0442,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",20582,5.7229,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Favonigobius.exquisitus","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",20714,5.7596,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",21080,5.8614,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",22372,6.2207,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",23506,6.536,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",24038,6.6839,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",24923,6.93,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",25653,7.133,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Istiblennius.edentulus","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",25750,7.1599,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",26607,7.3982,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",28176,7.8345,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Transient",1
"SW_MOD_B2_18June2025_GX010178.MP4",28340,7.8801,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",28597,7.9516,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",28597,7.9516,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",30393,8.4509,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",30393,8.4509,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",30393,8.4509,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",30393,8.4509,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",30667,8.5271,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",31612,8.7899,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",34380,9.5595,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",36043,10.022,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",36435,10.131,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",36758,10.2208,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.butcheri","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",36758,10.2208,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.butcheri","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",37623,10.4613,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",39928,11.1022,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",41426,11.5187,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",41426,11.5187,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",42139,11.717,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",51317,14.269,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Transient",1
"SW_MOD_B2_18June2025_GX010178.MP4",52467,14.5887,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",52948,14.7225,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",52948,14.7225,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",57597,16.0152,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",67963,18.8975,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",68763,19.1199,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.butcheri","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",73120,20.3314,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",74720,20.7763,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",76164,21.1778,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",76491,21.2687,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",88069,24.4881,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",93864,26.0994,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",94628,26.3118,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",95169,26.4623,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",95443,26.5385,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",96969,26.9628,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",96969,26.9628,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",97122,27.0053,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Istiblennius.edentulus","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",97202,27.0276,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",98193,27.3031,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Acanthopagrus.australis","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",104118,28.9506,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",105178,29.2453,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",105614,29.3666,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",105973,29.4664,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",106896,29.723,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",107416,29.8676,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",108192,30.0834,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",108949,30.2939,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",114121,31.732,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",116026,32.2617,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",116026,32.2617,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",117786,32.7511,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
"SW_MOD_B2_18June2025_GX010178.MP4",119480,33.2221,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",120772,33.5813,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Passing",1
"SW_MOD_B2_18June2025_GX010178.MP4",120772,33.5813,"SW_MOD_B2_18June2025","SBP","Baseline 2","18/06/2026","Spit West","Modified","B2","Girella.tricuspidata","Feeding",1
