Point measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: Tuesday 26 May 2026 15:49:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Comment,Sampling period,Date,Site,Treatment,Camera no.,,,,Family,Genus,Species,Code,Number,Stage,Activity,Comment
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,406.24,941.42,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,326.97,1024.41,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,286.1,1015.74,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,232.84,995.92,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,152.34,935.23,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,189.5,930.27,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,231.61,922.84,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,359.17,932.75,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,352.98,904.26,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,383.94,877.01,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,417.39,885.68,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,921.47,405.06,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,844.68,497.96,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,880.6,426.12,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,936.33,333.21,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,964.82,246.5,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,937.57,195.72,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,992.06,143.69,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,1036.65,149.88,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,959.86,76.8,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,874.4,345.6,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,894.22,294.81,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,828.58,299.77,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,760.46,473.19,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,860.78,214.3,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,673.76,680.05,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,653.94,668.9,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,693.58,567.33,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,676.24,538.84,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,710.92,522.74,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,667.57,502.92,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,686.15,449.65,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,733.21,370.37,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,697.29,341.88,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,656.42,356.75,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,719.59,282.43,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,672.52,257.65,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,635.37,258.89,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,574.68,701.11,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,564.77,661.47,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,578.39,670.14,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,558.58,619.35,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,473.12,741.99,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,475.6,576,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,475.6,548.75,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,528.85,483.1,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,613.07,445.94,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,572.2,365.42,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,599.45,361.7,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,604.4,196.95,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,622.98,92.9,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,558.58,128.83,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,556.1,252.7,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,466.93,459.56,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,463.21,418.68,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,512.75,376.57,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,517.71,301.01,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,486.74,276.23,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,437.2,388.95,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,520.18,222.97,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,509.04,128.83,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,547.43,70.61,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,528.85,65.65,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,450.83,141.21,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,496.65,43.35,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,426.06,231.64,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,454.54,304.72,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,405,628.03,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,380.23,775.43,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,296.01,831.17,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,273.72,800.21,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,245.23,826.22,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,97.84,885.68,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,19.82,894.35,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,37.16,829.94,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,53.26,756.85,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,102.8,775.43,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,139.95,789.06,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,96.61,720.93,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,69.36,688.72,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,123.85,708.54,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,313.35,754.37,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,345.55,702.35,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,328.21,662.71,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,267.52,660.23,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,198.17,708.54,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,188.26,665.19,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,159.77,634.22,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,169.68,635.46,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,118.9,657.75,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,61.93,639.17,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,37.16,642.89,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,97.84,645.37,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,193.21,585.91,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
SW_CON1_ER-M1_B3_20Apr2026_GX010780.MP4,36085,20.0673,,,177.11,589.63,0,0,SW_CON1_ER-M1_B3_20Apr2026,SBP,,,6 months,20/04/2026,Spit West,Control 1,B3,,,,Ambassidae,Ambassis,jackoniensis,37310012,1,AD,Transient,
