"Code","Frame","Time (mins)","TapeReader","Sampling period","Date","Site","Treatment","Camera no.","spp","Stage","Activity","count"
"SW_MOD_LB-M5_B7_01May2026",25200,14.014,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",25291,14.0646,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Omobranchus.anolius","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",25481,14.1703,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",25559,14.2136,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",26064,14.4945,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",26480,14.7258,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Feeding",1
"SW_MOD_LB-M5_B7_01May2026",26480,14.7258,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Feeding",1
"SW_MOD_LB-M5_B7_01May2026",26593,14.7887,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",26966,14.9961,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",27185,15.1179,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",28586,15.897,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",29037,16.1478,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",29117,16.1923,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",29357,16.3258,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",29931,16.645,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",30712,17.0793,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Trachiops.taeniatus","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",31093,17.2912,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Feeding",1
"SW_MOD_LB-M5_B7_01May2026",31093,17.2912,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Feeding",1
"SW_MOD_LB-M5_B7_01May2026",31233,17.369,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",31877,17.7272,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Trachiops.taeniatus","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",32070,17.8345,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Feeding",1
"SW_MOD_LB-M5_B7_01May2026",32390,18.0124,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",32767,18.2221,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",32767,18.2221,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",32767,18.2221,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Trachiops.taeniatus","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",34014,18.9156,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Trachiops.taeniatus","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",34088,18.9567,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",34369,19.113,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",34715,19.3054,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",35508,19.7464,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",35508,19.7464,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",35599,19.797,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",37386,20.7908,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Acanthopagrus.australis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",37860,21.0544,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Girella.tricuspidata","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
"SW_MOD_LB-M5_B7_01May2026",39614,22.0298,"SBP","6 months","01/05/2026","Spit West","Modified Living Boulder","B7","Ambassis.jackoniensis","AD","Passing",1
