"Code","Frame","Time (mins)","TapeReader","Sampling period","Date","Site","Treatment","Camera no.","spp","Stage","Activity","count"
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9054,5.035,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",9514,5.2908,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",9646,5.3642,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",9814,5.4577,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",10313,5.7352,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",11543,6.4192,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",11938,6.6389,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",12638,7.0281,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",12867,7.1555,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",13030,7.2461,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",14053,7.815,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",14493,8.0597,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",15052,8.3706,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Gerres.subfasciatus","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",15052,8.3706,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Gerres.subfasciatus","AD","Feeding",1
"SW_CON1_ER-M2_B2_20Apr2026",15052,8.3706,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Gerres.subfasciatus","AD","Feeding",1
"SW_CON1_ER-M2_B2_20Apr2026",15925,8.8561,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",16404,9.1224,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Gerres.subfasciatus","AD","Feeding",1
"SW_CON1_ER-M2_B2_20Apr2026",16404,9.1224,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Gerres.subfasciatus","AD","Feeding",1
"SW_CON1_ER-M2_B2_20Apr2026",16404,9.1224,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Gerres.subfasciatus","AD","Feeding",1
"SW_CON1_ER-M2_B2_20Apr2026",16438,9.1414,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Acanthopagrus.australis","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",17062,9.4884,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Omobranchus.anolius","AD","Passing",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
"SW_CON1_ER-M2_B2_20Apr2026",17876,9.941,"SBP","6 months","20/04/2026","Spit West","Control 1","B2","Ambassis.jackoniensis","AD","Transient",1
